product_name,description,brand,rating,image_url,link
Elizabeth Arden Skin Illuminating Advanced Brightening Day Serum (30ml),Regain youthful radiance with ,Elizabeth Arden,4.86,https://static.thcdn.com/images/large/original/productimg/1600/1600/11247488-5144590353064657.jpg,https://www.lookfantastic.com/elizabeth-arden-skin-illuminating-advanced-brightening-day-serum-30ml/11247488.html
Zelens Youth Concentrate Supreme Age-Defying Serum (30ml),Slow down the ageing process with ,Zelens,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11097958-9202422692844173.jpg,https://www.lookfantastic.com/zelens-youth-concentrate-supreme-age-defying-serum-30ml/11097958.html
Dermalogica Multivitamin Power Serum (22ml),"Dermalogica Multivitamin Power Serum is an age-fighting serum containing micro encapsulated vitamins A, C and E to help increase skin recovery, decrease fine lines and age spots while defending against skin aging. Boost elasticity levels with a skin-strengthening protein peptide that overrides biochemical triggers that lead to skin aging. Formulated without artificial fragrances and colours.",Dermalogica,4.75,https://static.thcdn.com/images/large/original//productimg/1600/1600/10804759-5384866118353039.jpg,https://www.lookfantastic.com/dermalogica-multivitamin-power-serum-22ml/10804759.html
FOREO SERUM SERUM SERUM Boosting and Firming Serum 30ml,Preserve your youth with ,FOREO,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12287761-3084853171414958.jpg,https://www.lookfantastic.com/foreo-serum-serum-serum-boosting-and-firming-serum-30ml/12287761.html
Darphin Hydraskin Serum 30ml,"An intensive moisture refill for the skin that instantly re-hydrates the epidermis leaving it supple, soft and radiant. Suitable for all skin types, particularly dry. Skin is left looking and feeling restored and guarded against dehydration.",Darphin,4,https://static.thcdn.com/images/large/original//productimg/1600/1600/10363058-9074871846742051.jpg,https://www.lookfantastic.com/darphin-hydraskin-serum-30ml/10363058.html
L'Oréal Paris Revitalift Filler + Hyaluronic Acid Replumping Serum 16ml,"Reduce signs of damage and defect with the L'Oréal Paris Revitalift Filler Renew Hyaluronic Replumping Serum, designed to protect skin from outside elements. Rich in texture and formula, this silky balm re-plumps skin, defining contours and calming red areas.",L'Oréal Paris,4.5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11205949-1654677370915407.jpg,https://www.lookfantastic.com/l-oreal-paris-revitalift-filler-hyaluronic-acid-replumping-serum-16ml/11205949.html
L'Oréal Paris Age Perfect Nutrition Intense Supreme Repairing Serum,Restore youthful vitality with ,L'Oréal Paris,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11850172-5854613336120922.jpg,https://www.lookfantastic.com/l-oreal-paris-age-perfect-nutrition-intense-supreme-repairing-serum/11850172.html
Erno Laszlo AHA Resurfacing Sleep Serum,"Unlock the secrets to brighter, dewier skin while you sleep, with the ",Erno Laszlo,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12371670-1614806222715395.jpg,https://www.lookfantastic.com/erno-laszlo-aha-resurfacing-sleep-serum/12371670.html
Elizabeth Arden Prevage Anti-Aging Intensive Repair Daily Serum,"The revolutionary skincare technology for face, neck and decollete with Idebenone, proven to be the most powerful antioxidant available in prestige skincare, delivers the most effective and significant anti-ageing results. Enhanced Idebenone technology combined with an additional antioxidant blend for amplified benefits and visible results. A concentrated serum provides skin with a daily dose of antioxidant protection.",Elizabeth Arden,4.73,https://static.thcdn.com/images/large/original//productimg/1600/1600/10664989-1204872058906860.jpg,https://www.lookfantastic.com/elizabeth-arden-prevage-advanced-daily-serum/10664989.html
DHC Deep Cleansing Oil,Experience the ultimate cleanse with ,DHC,4.62,https://static.thcdn.com/images/large/original//productimg/1600/1600/11207442-2024871996843202.jpg,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html
The Organic Pharmacy Stabilised Vitamin C Serum 30ml,Tackle uneven texture and tone with ,The Organic Pharmacy,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12100163-4964871277403062.jpg,https://www.lookfantastic.com/the-organic-pharmacy-stabilised-vitamin-c-serum-30ml/12100163.html
DHC Deep Cleansing Oil,Experience the ultimate cleanse with ,DHC,4.62,https://static.thcdn.com/images/large/original//productimg/1600/1600/11207442-2024871996843202.jpg,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html
Pai Skincare Rosehip BioRegenerate Oil 30ml,is a best-selling skin-saviour packed with the nourishing and healing benefits of organic Rosehip Fruit and Seed oil.,Pai,4.69,https://static.thcdn.com/images/large/original//productimg/1600/1600/10528440-1584836557173941.jpg,https://www.lookfantastic.com/pai-skincare-rosehip-bioregenerate-oil-30ml/10528440.html
DHC Deep Cleansing Oil,Experience the ultimate cleanse with ,DHC,4.62,https://static.thcdn.com/images/large/original//productimg/1600/1600/11207442-2024871996843202.jpg,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html
"The Ordinary ""B"" Oil 30ml",Protect and strengthen your skin with ,The Ordinary,4.78,https://static.thcdn.com/images/large/original/productimg/1600/1600/11919043-2124624765560363.jpg,https://www.lookfantastic.com/the-ordinary-b-oil-30ml/11919043.html
,description,brand,rating,image_url,https://www.lookfantastic.com/green-people-age-defy-line-eraser-lip-eye-serum-10ml/11199039.html
Clinique Take The Day Off Cleansing Oil 200ml,Experience a refreshing cleanse with ,Clinique,4.37,https://static.thcdn.com/images/large/original/productimg/1600/1600/11144732-3586331686224872.jpg,https://www.lookfantastic.com/clinique-take-the-day-off-cleansing-oil-200ml/11144732.html
The Ordinary 100% Cold Pressed Virgin Marula Oil 30ml, from cult-favourite skincare brand ,The Ordinary,4.53,https://static.thcdn.com/images/large/original/productimg/1600/1600/11416763-2004508713650768.jpg,https://www.lookfantastic.com/the-ordinary-100-cold-pressed-virgin-marula-oil-30ml/11416763.html
Face by Skinny Tan Moisturising Oil Drops 30ml,Achieve a naturally glowing complexion with ,Skinny Tan,4.89,https://static.thcdn.com/images/large/original//productimg/1600/1600/11781508-1814851583160298.jpg,https://www.lookfantastic.com/face-by-skinny-tan-moisturising-oil-drops-30ml/11781508.html
Caudalie Make-Up Removing Cleansing Oil 150ml,"Suitable for all skin types, the ",Caudalie,4.72,https://static.thcdn.com/images/large/original//productimg/1600/1600/11163390-1324866127223391.jpg,https://www.lookfantastic.com/caudalie-make-up-removing-cleansing-oil-150ml/11163390.html
The Ordinary 100% Organic Virgin Chia Seed Oil,"Plump, nourish and revitalise skin with ",The Ordinary,4.63,https://static.thcdn.com/images/large/original/productimg/1600/1600/11841279-1764609782576123.jpg,https://www.lookfantastic.com/the-ordinary-100-organic-virgin-chia-seed-oil/11841279.html
NUXE Huile Prodigieuse Golden Shimmer Multi Usage Dry Oil 50ml,Indulge skin with the iconic ,NUXE,4.64,https://static.thcdn.com/images/large/original//productimg/1600/1600/11401783-4084853352762420.jpg,https://www.lookfantastic.com/nuxe-huile-prodigieuse-golden-shimmer-multi-usage-dry-oil-50ml/11401783.html
Elizabeth Arden Eight Hour All-Over Miracle Oil (100ml),"is a versatile, multi-tasking formula for the face, body and hair. Infused with Tsubaki oil, an ultra-hydrating ingredient that works to deliver long-lasting moisture, revealing radiant, healthy-looking skin with a firming effect.",Elizabeth Arden,4.75,https://static.thcdn.com/images/large/original//productimg/1600/1600/11189707-2474866129542046.jpg,https://www.lookfantastic.com/elizabeth-arden-eight-hour-all-over-miracle-oil-100ml/11189707.html
Bondi Sands Liquid Gold Self Tanning Oil 150ml,Spend a week on Bondi Beach without leaving your house with the ,Bondi Sands,4.73,https://static.thcdn.com/images/large/original/productimg/1600/1600/11568701-1144522944392178.jpg,https://www.lookfantastic.com/bondi-sands-liquid-gold-self-tanning-oil-150ml/11568701.html
bareMinerals OIL OBSESSED Oil Cleanser,Experience a spa-like cleanse with,bareMinerals,4.88,https://static.thcdn.com/images/large/original//productimg/1600/1600/11262515-8064773775603794.jpg,https://www.lookfantastic.com/bareminerals-oil-obsessed-oil-cleanser/11262515.html
NUXE Huile Prodigieuse Multi-Purpose Dry Oil 100ml,Treat yourself to the iconic ,NUXE,4.56,https://static.thcdn.com/images/large/original//productimg/1600/1600/11401780-2644853351107503.jpg,https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-purpose-dry-oil-100ml/11401780.html
"JASON Vitamin E 5,000iu Oil - All Over Body Nourishment 118ml", is a deeply moisturising formula enriched with pure Vitamin E Oil.,JASON,4.15,https://static.thcdn.com/images/large/original/productimg/1600/1600/10546524-1824620895105950.jpg,https://www.lookfantastic.com/jason-vitamin-e-5-000iu-oil-all-over-body-nourishment-118ml/10546524.html
NUXE Huile Prodigieuse Multi-Purpose Dry Oil 50ml,Treat yourself to the iconic ,NUXE,4.76,https://static.thcdn.com/images/large/original//productimg/1600/1600/11401781-1024853351147112.jpg,https://www.lookfantastic.com/nuxe-huile-prodigieuse-multi-purpose-dry-oil-50ml/11401781.html
Indeed Labs Squalane Facial Oil 30ml,Give skin an instant kick of hydration with the ,Indeed Labs,4.43,https://static.thcdn.com/images/large/original/productimg/1600/1600/12188464-1854698689237247.jpg,https://www.lookfantastic.com/indeed-labs-squalane-facial-oil-30ml/12188464.html
TanOrganic Self-Tanning Oil - Brown (100ml),"TanOrganic Self-Tanning Oil helps you to acheive a nautral looking tan that will last up to 4 days. Formulated to moisturise your skin whilst giving you the perfect tan, the oil gives you a healthy glow no matter the time of year. The oil boasts a delicate citrus fragrance and has no oily effect so it won't leave your skin feeling sticky after use. -SA",TanOrganic,4.33,https://static.thcdn.com/images/large/original/productimg/1600/1600/10997977-8375616450452749.jpg,https://www.lookfantastic.com/tanorganic-self-tanning-oil-brown-100ml/10997977.html
Caudalie VineActiv Overnight Detox Oil 30ml,"Caudalie VineActiv Overnight Detox Oil is formulated to help revitalise and regenerate your skin during its natural, overnight renewal process, to leave your skin looking and feeling smooth, detoxified and refreshed. Ideal for skin that’s been exposed to environmental stress, pollution and free radicals, this deep‐action dry detox oil is made with a cocktail of five essential oils and three plant oils to purify, nourish and protect. Melting effortlessly in with no greasy feeling, the luxurious oil utilises antioxidant‐rich Grape Seed Oil for a nourishing effect. Your skin will be renewed, with a radiant, smoother complexion.",Caudalie,4.53,https://static.thcdn.com/images/large/original//productimg/1600/1600/11416701-7774864722448455.jpg,https://www.lookfantastic.com/caudalie-vineactiv-overnight-detox-oil-30ml/11416701.html
Mama Mio Tummy Rub Oil 120ml,"Maintain the look of the smooth, supple skin you deserve through pregnancy, with the ",Mama Mio,4.67,https://static.thcdn.com/images/large/original//productimg/1600/1600/12078034-1184853875255545.jpg,https://www.lookfantastic.com/mama-mio-tummy-rub-oil-120ml/12078034.html
NUXE Sun Tanning Oil Face and Body SPF 30 (150ml),"The Tanning Oil Face and Body from NUXE provides sun protection from harmful rays and prevents signs of premature ageing. Its unique formula with sun and water flowers helps you achieve a natural, even tan and leaves a satin finish on the skin's surface, without making you feel greasy.",NUXE,4.93,https://static.thcdn.com/images/large/original//productimg/1600/1600/11111913-1224860932463615.jpg,https://www.lookfantastic.com/nuxe-sun-tanning-oil-face-and-body-spf-30-150ml/11111913.html
"JASON Vitamin E 32,000iu Oil - Scar & Stretch Mark Treatment 30ml","Nourish, moisturise and help regenerate your skin with JASON 32000IU Vitamin E Beauty Oil. This natural antioxidant combats free radical damage whilst protecting skin against fine lines and wrinkles, leaving skin silky smooth.",JASON,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/10546525-7314620895366635.jpg,https://www.lookfantastic.com/jason-vitamin-e-32-000iu-oil-scar-stretch-mark-treatment-30ml/10546525.html
Bondi Sands Everyday Liquid Gold Gradual Tanning Oil 270ml,Achieve a sun-kissed appearance all year round with the ,Bondi Sands,4.18,https://static.thcdn.com/images/large/original/productimg/1600/1600/11568692-2084522944047715.jpg,https://www.lookfantastic.com/bondi-sands-everyday-liquid-gold-gradual-tanning-oil-270ml/11568692.html
Trilogy Certified Organic Rosehip Oil 20ml,"Trilogy Certified Organic Rosehip Oil: nature's way to achieve your most beautiful skin. Clinically tested, it is shown to help minimise the appearance of wrinkles, smooth skin and dramatically improve skin moisture levels.",Trilogy,4.51,https://static.thcdn.com/images/large/original/productimg/1600/1600/10557481-3959632886462248.jpg,https://www.lookfantastic.com/trilogy-certified-organic-rosehip-oil-20ml/10557481.html
Elizabeth Arden Ceramide Cleansing Face Oil (195ml),"Deeply nourish skin with the Ceramide Cleansing Face Oil from Elizabeth Arden. Transforms into a luxurious emulsion upon contact with water to effortlessly dissolve make-up, impurities and even waterproof mascara, without stripping moisture.",Elizabeth Arden,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/11158027-7644866127130229.jpg,https://www.lookfantastic.com/elizabeth-arden-ceramide-cleansing-face-oil-195ml/11158027.html
Mama Mio Tummy Rub Oil 200ml - Super Size (Worth £45.00),"Maintain the look of the smooth, supple skin you deserve through pregnancy, with the ",Mama Mio,4.75,https://static.thcdn.com/images/large/original//productimg/1600/1600/12078036-1324853874611730.jpg,https://www.lookfantastic.com/mama-mio-tummy-rub-oil-200ml-super-size/12078036.html
Trilogy Certified Organic Rosehip Oil 45ml,"Trilogy Certified Organic Rosehip Oil: nature's way to achieve your most beautiful skin. Clinically tested, it is shown to help minimise the appearance of wrinkles, smooth skin and dramatically improve skin moisture levels.",Trilogy,4.59,https://static.thcdn.com/images/large/original/productimg/1600/1600/10557482-9289353887619624.jpg,https://www.lookfantastic.com/trilogy-certified-organic-rosehip-oil-45ml/10557482.html
